Transaction_ID,Customer_ID,Transaction_Amount,Transaction_Type,Location,Device_Used,Time_of_Transaction,Fraudulent
5714,2909,4259.33,Bank Transfer,San Francisco,Mobile,2024-01-04 23:13:00,0
5715,4811,2621.77,ATM Withdrawal,Los Angeles,Mobile,2024-01-04 23:14:00,0
5716,4622,1145.48,Online Purchase,New York,Tablet,2024-01-04 23:15:00,0
5717,4599,608.99,Bank Transfer,Chicago,Tablet,2024-01-04 23:16:00,0
5718,3551,1817.6,Bank Transfer,New York,Tablet,2024-01-04 23:17:00,0
5719,2045,1277.89,Online Purchase,San Francisco,Mobile,2024-01-04 23:18:00,0
5720,1212,2533.95,POS Payment,San Francisco,Tablet,2024-01-04 23:19:00,0
5721,1309,4832.08,Bank Transfer,Los Angeles,Mobile,2024-01-04 23:20:00,0
5722,3708,2875.19,Bank Transfer,San Francisco,Mobile,2024-01-04 23:21:00,0
5723,2991,4449.77,POS Payment,New York,Desktop,2024-01-04 23:22:00,0
5724,3800,3254.74,Online Purchase,Chicago,Mobile,2024-01-04 23:23:00,0
5725,1271,2376.76,Online Purchase,Chicago,Tablet,2024-01-04 23:24:00,0
5726,4642,4273.18,Bank Transfer,New York,Tablet,2024-01-04 23:25:00,0
5727,2822,2357.37,Online Purchase,Los Angeles,Tablet,2024-01-04 23:26:00,0
5728,3985,4343.27,POS Payment,Chicago,Mobile,2024-01-04 23:27:00,0
5729,4273,1458.59,ATM Withdrawal,New York,Mobile,2024-01-04 23:28:00,0
5730,3079,644.94,POS Payment,New York,Desktop,2024-01-04 23:29:00,0
5731,1442,4276.72,POS Payment,San Francisco,Desktop,2024-01-04 23:30:00,0
5732,3209,2937.49,ATM Withdrawal,San Francisco,Tablet,2024-01-04 23:31:00,0
5733,3814,4445.57,POS Payment,Los Angeles,Mobile,2024-01-04 23:32:00,0
5734,1253,4689.2,Bank Transfer,Los Angeles,Tablet,2024-01-04 23:33:00,0
5735,1520,269.09,Bank Transfer,Los Angeles,Tablet,2024-01-04 23:34:00,0
5736,1976,2505.35,Online Purchase,New York,Tablet,2024-01-04 23:35:00,0
5737,4722,1875.45,Online Purchase,New York,Desktop,2024-01-04 23:36:00,0
5738,4551,3129.67,POS Payment,San Francisco,Tablet,2024-01-04 23:37:00,0
5739,1009,3968.16,Bank Transfer,Chicago,Desktop,2024-01-04 23:38:00,0
5740,3773,1403.67,Bank Transfer,Los Angeles,Mobile,2024-01-04 23:39:00,0
5741,3552,2784.44,ATM Withdrawal,Houston,Tablet,2024-01-04 23:40:00,0
5742,3832,3543.93,Online Purchase,Los Angeles,Desktop,2024-01-04 23:41:00,0
5743,4907,673.02,Bank Transfer,San Francisco,Mobile,2024-01-04 23:42:00,0
5744,2583,4070.52,POS Payment,New York,Desktop,2024-01-04 23:43:00,0
5745,3483,3030.94,Bank Transfer,San Francisco,Tablet,2024-01-04 23:44:00,0
5746,2134,4747.74,Online Purchase,San Francisco,Mobile,2024-01-04 23:45:00,0
5747,1152,1698.31,POS Payment,San Francisco,Mobile,2024-01-04 23:46:00,0
5748,2658,541.62,Online Purchase,Houston,Mobile,2024-01-04 23:47:00,0
5749,3964,2533.0,Bank Transfer,Houston,Desktop,2024-01-04 23:48:00,0
5750,3916,429.97,Bank Transfer,Los Angeles,Desktop,2024-01-04 23:49:00,0
5751,4173,4847.66,Bank Transfer,New York,Desktop,2024-01-04 23:50:00,0
5752,3800,194.39,Online Purchase,San Francisco,Mobile,2024-01-04 23:51:00,0
5753,2856,3767.77,POS Payment,Chicago,Tablet,2024-01-04 23:52:00,0
5754,2214,2625.99,Bank Transfer,Los Angeles,Tablet,2024-01-04 23:53:00,0
5755,2752,1843.73,Bank Transfer,Los Angeles,Mobile,2024-01-04 23:54:00,0
5756,3610,330.14,Bank Transfer,San Francisco,Tablet,2024-01-04 23:55:00,0
5757,4875,3111.21,ATM Withdrawal,Los Angeles,Mobile,2024-01-04 23:56:00,0
5758,2104,2926.52,ATM Withdrawal,San Francisco,Tablet,2024-01-04 23:57:00,0
5759,3536,1405.14,POS Payment,Los Angeles,Tablet,2024-01-04 23:58:00,0
5760,1894,4551.2,Online Purchase,New York,Tablet,2024-01-04 23:59:00,0
5761,2111,1521.25,Bank Transfer,Los Angeles,Desktop,2024-01-05 00:00:00,0
5762,4265,2249.18,Bank Transfer,Los Angeles,Desktop,2024-01-05 00:01:00,0
5763,1103,2719.27,Online Purchase,Chicago,Mobile,2024-01-05 00:02:00,0
5764,4854,502.06,Online Purchase,New York,Desktop,2024-01-05 00:03:00,0
5765,4167,4660.88,POS Payment,New York,Mobile,2024-01-05 00:04:00,0
5766,4494,1873.31,Online Purchase,New York,Desktop,2024-01-05 00:05:00,0
5767,2914,404.82,Bank Transfer,Los Angeles,Tablet,2024-01-05 00:06:00,1
5768,4269,1937.07,POS Payment,Houston,Desktop,2024-01-05 00:07:00,0
5769,4072,3001.41,ATM Withdrawal,Los Angeles,Desktop,2024-01-05 00:08:00,0
5770,2006,2568.75,POS Payment,San Francisco,Desktop,2024-01-05 00:09:00,0
5771,1406,3473.02,POS Payment,Chicago,Mobile,2024-01-05 00:10:00,0
5772,2401,278.36,POS Payment,New York,Mobile,2024-01-05 00:11:00,0
5773,1166,1423.42,Online Purchase,San Francisco,Tablet,2024-01-05 00:12:00,0
5774,1508,4096.33,Bank Transfer,San Francisco,Tablet,2024-01-05 00:13:00,0
5775,2661,400.39,Online Purchase,Houston,Tablet,2024-01-05 00:14:00,0
5776,3360,4277.57,Bank Transfer,New York,Desktop,2024-01-05 00:15:00,0
5777,4664,460.39,Online Purchase,Los Angeles,Tablet,2024-01-05 00:16:00,1
5778,4489,4172.44,POS Payment,New York,Mobile,2024-01-05 00:17:00,0
5779,1762,1804.58,Bank Transfer,Chicago,Tablet,2024-01-05 00:18:00,0
5780,1680,3061.43,Online Purchase,New York,Tablet,2024-01-05 00:19:00,1
5781,3524,765.28,POS Payment,San Francisco,Tablet,2024-01-05 00:20:00,0
5782,3120,331.78,ATM Withdrawal,San Francisco,Tablet,2024-01-05 00:21:00,0
5783,2164,1080.48,Online Purchase,Los Angeles,Tablet,2024-01-05 00:22:00,0
5784,1581,640.14,Online Purchase,Los Angeles,Mobile,2024-01-05 00:23:00,0
5785,1261,1562.72,ATM Withdrawal,Los Angeles,Desktop,2024-01-05 00:24:00,0
5786,2363,2572.4,Online Purchase,Chicago,Tablet,2024-01-05 00:25:00,0
5787,2331,2944.21,ATM Withdrawal,New York,Desktop,2024-01-05 00:26:00,0
5788,3292,3949.55,Bank Transfer,Houston,Tablet,2024-01-05 00:27:00,0
5789,2538,3281.54,ATM Withdrawal,New York,Desktop,2024-01-05 00:28:00,0
5790,4408,3044.18,POS Payment,Los Angeles,Mobile,2024-01-05 00:29:00,0
5791,4646,2059.5,ATM Withdrawal,Chicago,Desktop,2024-01-05 00:30:00,0
5792,1560,2369.57,Bank Transfer,New York,Tablet,2024-01-05 00:31:00,0
5793,2099,2073.19,ATM Withdrawal,San Francisco,Desktop,2024-01-05 00:32:00,0
5794,2903,4210.99,ATM Withdrawal,New York,Desktop,2024-01-05 00:33:00,0
5795,1174,1150.77,Bank Transfer,San Francisco,Tablet,2024-01-05 00:34:00,0
5796,3156,29.6,Online Purchase,New York,Desktop,2024-01-05 00:35:00,0
5797,3230,3256.95,Online Purchase,New York,Tablet,2024-01-05 00:36:00,0
5798,1191,1013.11,POS Payment,New York,Mobile,2024-01-05 00:37:00,0
5799,1064,4450.69,POS Payment,Los Angeles,Tablet,2024-01-05 00:38:00,0
5800,4920,4295.37,ATM Withdrawal,San Francisco,Mobile,2024-01-05 00:39:00,0
5801,4010,384.56,Online Purchase,Chicago,Desktop,2024-01-05 00:40:00,0
5802,2497,532.84,Online Purchase,Houston,Tablet,2024-01-05 00:41:00,0
5803,4854,2476.36,ATM Withdrawal,San Francisco,Desktop,2024-01-05 00:42:00,0
5804,4171,3046.5,Bank Transfer,Los Angeles,Mobile,2024-01-05 00:43:00,0
5805,2567,1375.27,Online Purchase,San Francisco,Mobile,2024-01-05 00:44:00,0
5806,3911,3584.27,POS Payment,Chicago,Desktop,2024-01-05 00:45:00,0
5807,2151,2974.99,ATM Withdrawal,San Francisco,Tablet,2024-01-05 00:46:00,0
5808,4523,1624.8,Bank Transfer,Los Angeles,Tablet,2024-01-05 00:47:00,0
5809,2937,127.83,POS Payment,Los Angeles,Tablet,2024-01-05 00:48:00,0
5810,1368,3751.0,Online Purchase,Houston,Tablet,2024-01-05 00:49:00,0
5811,1850,1074.55,Bank Transfer,Chicago,Mobile,2024-01-05 00:50:00,0
5812,1042,4172.53,POS Payment,Houston,Tablet,2024-01-05 00:51:00,0
5813,2907,2102.03,ATM Withdrawal,New York,Desktop,2024-01-05 00:52:00,0
5814,4490,2885.81,Bank Transfer,Los Angeles,Mobile,2024-01-05 00:53:00,0
5815,3535,4364.87,Bank Transfer,Houston,Desktop,2024-01-05 00:54:00,0
5816,1077,4318.25,ATM Withdrawal,Los Angeles,Desktop,2024-01-05 00:55:00,1
5817,3873,1858.23,Online Purchase,Los Angeles,Desktop,2024-01-05 00:56:00,0
5818,2824,1045.24,Online Purchase,New York,Mobile,2024-01-05 00:57:00,0
5819,2293,3875.96,Bank Transfer,Los Angeles,Tablet,2024-01-05 00:58:00,0
5820,1673,2165.97,Bank Transfer,Houston,Desktop,2024-01-05 00:59:00,0
5821,1700,961.02,Bank Transfer,Chicago,Desktop,2024-01-05 01:00:00,1
5822,1758,4522.22,POS Payment,San Francisco,Tablet,2024-01-05 01:01:00,0
5823,2923,991.32,Bank Transfer,Houston,Tablet,2024-01-05 01:02:00,0
5824,3775,130.01,Online Purchase,New York,Tablet,2024-01-05 01:03:00,0
5825,4386,102.38,ATM Withdrawal,San Francisco,Tablet,2024-01-05 01:04:00,0
5826,3972,3111.95,ATM Withdrawal,Los Angeles,Desktop,2024-01-05 01:05:00,0
5827,4922,3308.71,ATM Withdrawal,Houston,Mobile,2024-01-05 01:06:00,0
5828,1901,1555.9,Bank Transfer,San Francisco,Tablet,2024-01-05 01:07:00,0
5829,3936,1600.73,Bank Transfer,Houston,Tablet,2024-01-05 01:08:00,0
5830,1992,1698.13,ATM Withdrawal,Los Angeles,Desktop,2024-01-05 01:09:00,0
5831,2191,3401.11,POS Payment,Houston,Tablet,2024-01-05 01:10:00,0
5832,3386,291.61,POS Payment,New York,Desktop,2024-01-05 01:11:00,0
5833,3240,4645.65,POS Payment,San Francisco,Desktop,2024-01-05 01:12:00,0
5834,2476,1113.38,POS Payment,San Francisco,Desktop,2024-01-05 01:13:00,0
5835,3330,4998.37,Online Purchase,San Francisco,Desktop,2024-01-05 01:14:00,0
5836,4407,858.44,ATM Withdrawal,Houston,Tablet,2024-01-05 01:15:00,0
5837,1389,3857.96,Online Purchase,Los Angeles,Mobile,2024-01-05 01:16:00,0
5838,1999,1117.84,Bank Transfer,Houston,Tablet,2024-01-05 01:17:00,0
5839,1524,405.15,POS Payment,Houston,Mobile,2024-01-05 01:18:00,0
5840,4311,4374.79,POS Payment,San Francisco,Tablet,2024-01-05 01:19:00,0
5841,2855,4293.9,ATM Withdrawal,Los Angeles,Desktop,2024-01-05 01:20:00,0
5842,2506,2018.45,POS Payment,Chicago,Tablet,2024-01-05 01:21:00,0
5843,1658,3512.28,ATM Withdrawal,Los Angeles,Desktop,2024-01-05 01:22:00,0
5844,3763,2785.77,Bank Transfer,Houston,Tablet,2024-01-05 01:23:00,0
5845,4663,4264.93,POS Payment,New York,Desktop,2024-01-05 01:24:00,0
5846,1890,1575.96,POS Payment,Los Angeles,Mobile,2024-01-05 01:25:00,0
5847,4626,2618.84,Online Purchase,San Francisco,Desktop,2024-01-05 01:26:00,0
5848,2481,2427.38,ATM Withdrawal,New York,Tablet,2024-01-05 01:27:00,0
5849,4160,1770.18,ATM Withdrawal,Chicago,Desktop,2024-01-05 01:28:00,0
5850,4731,4457.38,POS Payment,Chicago,Mobile,2024-01-05 01:29:00,0
5851,4166,830.22,Online Purchase,New York,Mobile,2024-01-05 01:30:00,0
5852,1451,748.39,POS Payment,Chicago,Tablet,2024-01-05 01:31:00,0
5853,3475,2884.97,ATM Withdrawal,New York,Desktop,2024-01-05 01:32:00,0
5854,4222,3287.81,ATM Withdrawal,Houston,Tablet,2024-01-05 01:33:00,0
5855,2537,973.9,POS Payment,New York,Desktop,2024-01-05 01:34:00,0
5856,4447,1954.2,Bank Transfer,Houston,Mobile,2024-01-05 01:35:00,1
5857,4093,4732.87,POS Payment,San Francisco,Tablet,2024-01-05 01:36:00,0
5858,1882,1233.84,Online Purchase,San Francisco,Mobile,2024-01-05 01:37:00,0
5859,1312,3342.14,ATM Withdrawal,Chicago,Desktop,2024-01-05 01:38:00,0
5860,1839,3701.01,ATM Withdrawal,New York,Mobile,2024-01-05 01:39:00,0
5861,3566,2241.2,POS Payment,Houston,Desktop,2024-01-05 01:40:00,0
5862,4277,4687.69,Bank Transfer,San Francisco,Tablet,2024-01-05 01:41:00,0
5863,1374,3683.55,ATM Withdrawal,San Francisco,Desktop,2024-01-05 01:42:00,0
5864,1450,2290.16,POS Payment,San Francisco,Desktop,2024-01-05 01:43:00,0
5865,4697,2847.11,Bank Transfer,Chicago,Tablet,2024-01-05 01:44:00,0
5866,4855,3463.37,POS Payment,San Francisco,Tablet,2024-01-05 01:45:00,0
5867,4062,2961.36,POS Payment,Los Angeles,Mobile,2024-01-05 01:46:00,0
5868,1594,4393.61,POS Payment,Chicago,Desktop,2024-01-05 01:47:00,0
5869,4250,1785.09,ATM Withdrawal,New York,Desktop,2024-01-05 01:48:00,0
5870,2233,1500.13,Bank Transfer,Los Angeles,Mobile,2024-01-05 01:49:00,0
5871,1499,1069.98,Online Purchase,Chicago,Desktop,2024-01-05 01:50:00,0
5872,1463,189.88,Online Purchase,Chicago,Desktop,2024-01-05 01:51:00,0
5873,4911,216.03,ATM Withdrawal,Houston,Tablet,2024-01-05 01:52:00,0
5874,4195,4350.41,ATM Withdrawal,Los Angeles,Tablet,2024-01-05 01:53:00,1
5875,1112,3392.29,POS Payment,Los Angeles,Tablet,2024-01-05 01:54:00,0
5876,2035,3303.0,POS Payment,Los Angeles,Mobile,2024-01-05 01:55:00,0
5877,4197,3073.6,Bank Transfer,San Francisco,Tablet,2024-01-05 01:56:00,0
5878,4636,4246.25,POS Payment,San Francisco,Mobile,2024-01-05 01:57:00,0
5879,3378,2401.85,Bank Transfer,New York,Tablet,2024-01-05 01:58:00,0
5880,2924,4352.18,POS Payment,New York,Desktop,2024-01-05 01:59:00,0
5881,4354,1797.87,POS Payment,New York,Desktop,2024-01-05 02:00:00,0
5882,1139,4633.61,Online Purchase,San Francisco,Tablet,2024-01-05 02:01:00,0
5883,2424,3493.59,ATM Withdrawal,Houston,Tablet,2024-01-05 02:02:00,0
5884,3949,1286.63,Bank Transfer,New York,Mobile,2024-01-05 02:03:00,0
5885,4168,2820.86,Online Purchase,Chicago,Desktop,2024-01-05 02:04:00,0
5886,1516,2665.62,POS Payment,San Francisco,Tablet,2024-01-05 02:05:00,0
5887,3616,690.36,Online Purchase,Houston,Tablet,2024-01-05 02:06:00,0
5888,2947,2956.62,Bank Transfer,Chicago,Desktop,2024-01-05 02:07:00,0
5889,3893,1574.61,ATM Withdrawal,Chicago,Tablet,2024-01-05 02:08:00,0
5890,4140,262.69,Online Purchase,San Francisco,Desktop,2024-01-05 02:09:00,0
5891,3165,4743.33,Bank Transfer,Los Angeles,Tablet,2024-01-05 02:10:00,0
5892,1887,3207.81,POS Payment,Houston,Desktop,2024-01-05 02:11:00,0
5893,4130,4384.72,Online Purchase,San Francisco,Mobile,2024-01-05 02:12:00,0
5894,4104,3380.6,ATM Withdrawal,Los Angeles,Tablet,2024-01-05 02:13:00,0
5895,2341,1785.56,Bank Transfer,San Francisco,Tablet,2024-01-05 02:14:00,0
5896,1049,2563.93,ATM Withdrawal,San Francisco,Tablet,2024-01-05 02:15:00,0
5897,4951,3379.06,POS Payment,Chicago,Mobile,2024-01-05 02:16:00,0
5898,4560,4801.3,ATM Withdrawal,San Francisco,Tablet,2024-01-05 02:17:00,0
5899,1018,1269.09,POS Payment,Los Angeles,Tablet,2024-01-05 02:18:00,0
5900,1725,4375.01,POS Payment,Chicago,Desktop,2024-01-05 02:19:00,0
5901,3244,4620.46,Online Purchase,Los Angeles,Tablet,2024-01-05 02:20:00,0
5902,4962,3352.41,POS Payment,Los Angeles,Tablet,2024-01-05 02:21:00,1
5903,2473,4656.4,ATM Withdrawal,Chicago,Desktop,2024-01-05 02:22:00,0
5904,3606,1990.0,Online Purchase,Los Angeles,Mobile,2024-01-05 02:23:00,0
5905,4750,4765.13,POS Payment,New York,Mobile,2024-01-05 02:24:00,0
5906,1451,3514.21,Bank Transfer,San Francisco,Desktop,2024-01-05 02:25:00,0
5907,3336,210.99,Bank Transfer,Chicago,Mobile,2024-01-05 02:26:00,0
5908,2164,4534.46,POS Payment,Chicago,Mobile,2024-01-05 02:27:00,0
5909,2107,2422.88,Online Purchase,New York,Tablet,2024-01-05 02:28:00,0
5910,4765,2302.17,Online Purchase,New York,Tablet,2024-01-05 02:29:00,0
5911,3438,2832.77,Online Purchase,New York,Tablet,2024-01-05 02:30:00,0
5912,4662,747.77,ATM Withdrawal,New York,Mobile,2024-01-05 02:31:00,0
5913,1214,2346.36,Bank Transfer,Houston,Tablet,2024-01-05 02:32:00,0
5914,2549,4155.8,POS Payment,Chicago,Mobile,2024-01-05 02:33:00,0
5915,3262,78.4,POS Payment,Los Angeles,Tablet,2024-01-05 02:34:00,0
5916,4474,1365.31,Bank Transfer,Chicago,Mobile,2024-01-05 02:35:00,0
5917,1127,13.27,ATM Withdrawal,Chicago,Desktop,2024-01-05 02:36:00,0
5918,2845,2079.14,Online Purchase,Chicago,Desktop,2024-01-05 02:37:00,0
5919,4548,3641.85,Bank Transfer,New York,Tablet,2024-01-05 02:38:00,0
5920,1759,3994.06,POS Payment,New York,Mobile,2024-01-05 02:39:00,0
5921,3451,4726.0,ATM Withdrawal,Houston,Desktop,2024-01-05 02:40:00,0
5922,4100,3042.91,POS Payment,Chicago,Desktop,2024-01-05 02:41:00,0
5923,2815,1273.88,Online Purchase,San Francisco,Tablet,2024-01-05 02:42:00,0
5924,3385,4620.82,Bank Transfer,Houston,Tablet,2024-01-05 02:43:00,0
5925,3878,3876.8,Online Purchase,New York,Mobile,2024-01-05 02:44:00,0
5926,3761,2872.57,ATM Withdrawal,Chicago,Desktop,2024-01-05 02:45:00,0
5927,1360,3478.51,Bank Transfer,New York,Mobile,2024-01-05 02:46:00,0
5928,1568,4621.66,Online Purchase,Los Angeles,Mobile,2024-01-05 02:47:00,0
5929,2415,3562.26,Online Purchase,New York,Tablet,2024-01-05 02:48:00,0
5930,3265,1842.5,Online Purchase,New York,Mobile,2024-01-05 02:49:00,0
5931,2597,3565.43,ATM Withdrawal,Houston,Mobile,2024-01-05 02:50:00,0
5932,2692,202.35,Online Purchase,Los Angeles,Desktop,2024-01-05 02:51:00,0
5933,1201,1932.69,POS Payment,San Francisco,Mobile,2024-01-05 02:52:00,0
5934,3064,2032.21,Bank Transfer,San Francisco,Desktop,2024-01-05 02:53:00,0
5935,3369,835.02,Bank Transfer,San Francisco,Desktop,2024-01-05 02:54:00,0
5936,1517,116.4,Online Purchase,Chicago,Mobile,2024-01-05 02:55:00,0
5937,4641,667.77,ATM Withdrawal,San Francisco,Mobile,2024-01-05 02:56:00,0
5938,2348,3273.45,POS Payment,Chicago,Desktop,2024-01-05 02:57:00,0
5939,2435,4011.64,POS Payment,New York,Mobile,2024-01-05 02:58:00,0
5940,2341,4941.03,Bank Transfer,San Francisco,Desktop,2024-01-05 02:59:00,0
5941,1680,1732.47,Bank Transfer,Houston,Mobile,2024-01-05 03:00:00,0
5942,2988,2997.3,POS Payment,Los Angeles,Desktop,2024-01-05 03:01:00,0
5943,4153,4685.79,Bank Transfer,Los Angeles,Desktop,2024-01-05 03:02:00,0
5944,4545,836.04,Online Purchase,New York,Tablet,2024-01-05 03:03:00,0
5945,2491,3588.51,POS Payment,Los Angeles,Mobile,2024-01-05 03:04:00,0
5946,1424,3775.14,Bank Transfer,Los Angeles,Desktop,2024-01-05 03:05:00,0
5947,2968,445.79,Online Purchase,New York,Desktop,2024-01-05 03:06:00,0
5948,4802,4306.39,Online Purchase,New York,Mobile,2024-01-05 03:07:00,0
5949,2712,4065.71,POS Payment,New York,Mobile,2024-01-05 03:08:00,0
5950,4275,167.98,Online Purchase,Houston,Mobile,2024-01-05 03:09:00,0
5951,4654,456.33,POS Payment,New York,Tablet,2024-01-05 03:10:00,0
5952,4066,246.59,Online Purchase,New York,Mobile,2024-01-05 03:11:00,0
5953,3434,1674.38,POS Payment,New York,Tablet,2024-01-05 03:12:00,0
5954,1777,2546.94,POS Payment,San Francisco,Mobile,2024-01-05 03:13:00,0
5955,3145,2662.21,POS Payment,San Francisco,Tablet,2024-01-05 03:14:00,0
5956,4416,1339.07,POS Payment,Houston,Mobile,2024-01-05 03:15:00,0
5957,2826,4558.07,Online Purchase,Houston,Tablet,2024-01-05 03:16:00,0
5958,1207,1841.95,POS Payment,Los Angeles,Desktop,2024-01-05 03:17:00,0
5959,2537,228.71,Bank Transfer,San Francisco,Tablet,2024-01-05 03:18:00,0
5960,2659,1501.84,Online Purchase,Houston,Tablet,2024-01-05 03:19:00,0
5961,4863,2656.02,POS Payment,Houston,Desktop,2024-01-05 03:20:00,0
5962,3633,2041.7,Online Purchase,Los Angeles,Mobile,2024-01-05 03:21:00,0
5963,3213,1369.94,Online Purchase,New York,Desktop,2024-01-05 03:22:00,0
5964,1021,657.48,Online Purchase,Chicago,Desktop,2024-01-05 03:23:00,0
5965,1153,4096.0,Online Purchase,Los Angeles,Desktop,2024-01-05 03:24:00,0
5966,2962,4980.73,POS Payment,Chicago,Tablet,2024-01-05 03:25:00,0
5967,4510,1648.38,Online Purchase,Los Angeles,Desktop,2024-01-05 03:26:00,0
5968,4366,1908.72,Bank Transfer,Los Angeles,Mobile,2024-01-05 03:27:00,0
5969,1218,3090.57,Online Purchase,New York,Tablet,2024-01-05 03:28:00,0
5970,1668,3592.49,Online Purchase,Houston,Tablet,2024-01-05 03:29:00,0
5971,2518,1960.76,Bank Transfer,San Francisco,Desktop,2024-01-05 03:30:00,0
5972,3277,4524.74,POS Payment,Los Angeles,Tablet,2024-01-05 03:31:00,0
5973,3067,2800.46,Bank Transfer,New York,Mobile,2024-01-05 03:32:00,0
5974,3600,2252.5,ATM Withdrawal,Chicago,Tablet,2024-01-05 03:33:00,0
5975,1949,3233.72,Bank Transfer,Houston,Desktop,2024-01-05 03:34:00,0
5976,3195,4764.07,POS Payment,Los Angeles,Desktop,2024-01-05 03:35:00,0
5977,4179,3972.97,Bank Transfer,Chicago,Desktop,2024-01-05 03:36:00,0
5978,1402,201.03,Online Purchase,Los Angeles,Tablet,2024-01-05 03:37:00,0
5979,1595,1662.22,POS Payment,San Francisco,Desktop,2024-01-05 03:38:00,0
5980,4554,2353.25,ATM Withdrawal,San Francisco,Tablet,2024-01-05 03:39:00,0
5981,3414,1573.27,POS Payment,Houston,Desktop,2024-01-05 03:40:00,0
5982,4905,3501.24,Online Purchase,Chicago,Desktop,2024-01-05 03:41:00,0
5983,2437,4131.52,ATM Withdrawal,San Francisco,Desktop,2024-01-05 03:42:00,0
5984,4380,3656.99,POS Payment,New York,Mobile,2024-01-05 03:43:00,0
5985,3849,4946.68,POS Payment,Houston,Mobile,2024-01-05 03:44:00,0
5986,3965,1363.47,Online Purchase,Los Angeles,Desktop,2024-01-05 03:45:00,0
5987,4906,4375.07,Bank Transfer,Chicago,Desktop,2024-01-05 03:46:00,0
5988,2157,3833.35,Bank Transfer,Chicago,Tablet,2024-01-05 03:47:00,0
5989,2742,1811.53,ATM Withdrawal,New York,Tablet,2024-01-05 03:48:00,0
5990,2306,3670.89,Online Purchase,San Francisco,Mobile,2024-01-05 03:49:00,0
5991,4849,521.28,Online Purchase,Chicago,Tablet,2024-01-05 03:50:00,0
5992,1072,3946.88,Bank Transfer,New York,Tablet,2024-01-05 03:51:00,0
5993,1480,2662.12,Bank Transfer,New York,Tablet,2024-01-05 03:52:00,0
5994,4423,1462.16,ATM Withdrawal,Los Angeles,Tablet,2024-01-05 03:53:00,0
5995,1559,3279.23,Bank Transfer,New York,Mobile,2024-01-05 03:54:00,0
5996,4397,3208.46,ATM Withdrawal,Houston,Mobile,2024-01-05 03:55:00,0
5997,1744,1048.22,POS Payment,Chicago,Tablet,2024-01-05 03:56:00,0
5998,2466,152.96,ATM Withdrawal,Houston,Tablet,2024-01-05 03:57:00,0
5999,1099,2168.68,ATM Withdrawal,New York,Mobile,2024-01-05 03:58:00,0
6000,2082,2847.99,ATM Withdrawal,New York,Desktop,2024-01-05 03:59:00,0
6001,3555,4383.15,POS Payment,Houston,Tablet,2024-01-05 04:00:00,0
6002,3305,4641.16,Bank Transfer,Los Angeles,Desktop,2024-01-05 04:01:00,0
6003,1412,2644.5,ATM Withdrawal,New York,Tablet,2024-01-05 04:02:00,0
6004,4523,3769.26,Bank Transfer,Houston,Mobile,2024-01-05 04:03:00,0
6005,2088,2197.08,ATM Withdrawal,Houston,Tablet,2024-01-05 04:04:00,0
6006,3642,3730.66,Bank Transfer,Chicago,Desktop,2024-01-05 04:05:00,0
6007,2177,1024.8,ATM Withdrawal,Los Angeles,Mobile,2024-01-05 04:06:00,0
6008,3008,1855.95,Bank Transfer,San Francisco,Tablet,2024-01-05 04:07:00,0
6009,3313,3171.51,Online Purchase,Houston,Tablet,2024-01-05 04:08:00,0
6010,1820,91.77,POS Payment,Chicago,Mobile,2024-01-05 04:09:00,0
6011,4150,3612.58,ATM Withdrawal,San Francisco,Tablet,2024-01-05 04:10:00,0
6012,4386,4177.84,POS Payment,Chicago,Mobile,2024-01-05 04:11:00,0
6013,1661,1996.31,ATM Withdrawal,Chicago,Tablet,2024-01-05 04:12:00,0
6014,3994,2240.26,Online Purchase,Los Angeles,Mobile,2024-01-05 04:13:00,0
6015,1559,4256.56,Online Purchase,New York,Tablet,2024-01-05 04:14:00,0
6016,3964,3878.5,POS Payment,Los Angeles,Mobile,2024-01-05 04:15:00,0
6017,3938,1441.46,ATM Withdrawal,San Francisco,Mobile,2024-01-05 04:16:00,0
6018,2271,1620.56,Bank Transfer,Los Angeles,Tablet,2024-01-05 04:17:00,0
6019,2813,3394.71,ATM Withdrawal,New York,Mobile,2024-01-05 04:18:00,0
6020,3915,2816.43,Bank Transfer,Los Angeles,Tablet,2024-01-05 04:19:00,0
6021,1609,811.99,POS Payment,Los Angeles,Tablet,2024-01-05 04:20:00,0
6022,3461,1550.34,POS Payment,Los Angeles,Tablet,2024-01-05 04:21:00,0
6023,1024,4500.02,Online Purchase,Houston,Mobile,2024-01-05 04:22:00,0
6024,3028,3441.18,Bank Transfer,Houston,Tablet,2024-01-05 04:23:00,0
6025,1283,4929.89,ATM Withdrawal,Los Angeles,Mobile,2024-01-05 04:24:00,0
6026,2472,3835.3,Online Purchase,New York,Desktop,2024-01-05 04:25:00,0
6027,3928,4709.93,POS Payment,New York,Desktop,2024-01-05 04:26:00,0
6028,1300,1081.73,Online Purchase,New York,Desktop,2024-01-05 04:27:00,0
6029,2091,3857.65,ATM Withdrawal,New York,Tablet,2024-01-05 04:28:00,0
6030,2030,102.07,ATM Withdrawal,Chicago,Mobile,2024-01-05 04:29:00,0
6031,1816,3354.13,POS Payment,Los Angeles,Tablet,2024-01-05 04:30:00,0
6032,4208,2346.94,Online Purchase,Los Angeles,Mobile,2024-01-05 04:31:00,0
6033,4235,1734.45,Bank Transfer,Chicago,Desktop,2024-01-05 04:32:00,0
